Index	Elapsed time [h:mm:ss.hh]	Elapsed time total [h:mm:ss.hh]	Turns number [Nr]	Cadence [rpm]	Cadence peak [rpm]	Cadence average [rpm]	Circ. pedal velocity [m/s]	Speed [km/h]	Avr speed [km/h]	Distance [m]	Distance total [m]	Heart rate [bpm]	Heart rate peak [bpm]	Heart rate average [bpm]	Force [N]	Force peak total [N]	Force peak [N]	Avr force [N]	Torque [Nm]	Avr torque [Nm]	Pace/1000m [sec]	Avr pace/1000m [sec]	Power [W]	Power peak/rev [W]	Avr power [W]	Power/Kg [W/Kg]	Avr power/Kg [W/Kg]	Calories [cal]	Calories total [Kcal]	Work [J]	Work total [KJ]	Left leg percent [%]	Total left leg percent [%]	Right leg percent [%]	Total right leg percent [%]	Left time to force peak [mm:ss:00]	Total left time to force peak [mm:ss:00]	Right time to force peak [mm:ss:00]	Total right time to force peak [mm:ss:00]	Left angle to force peak [0]	Total left angle to force peak [0]	Right angle to force peak [0]	Total right angle to force peak [0]
1	0:00:00.43	0:00:00.43	1	140	140	140	2	68,983	68,983	8	8,240	136	136	136	434	434	647	434	74	74	00:52.18	00:52.18	1079	1079	1079	13,58	13,58	469	0,5	1963	2,0	52	52	48	48	00:00.14	00:00.14	00:00.14	00:00.14	115	115	120	120
2	0:00:00.41	0:00:00.84	2	146	146	143	3	69,633	69,300	8	16,170	136	136	136	425	434	632	430	72	73	00:51.69	00:51.94	1106	1106	1092	13,93	13,75	458	0,9	1917	3,9	52	52	48	48	00:00.14	00:00.14	00:00.14	00:00.14	120	117	126	123
3	0:00:00.39	0:00:01.23	3	154	154	146	3	71,368	69,956	8	23,902	137	137	136	432	434	653	430	73	73	00:50.44	00:51.45	1183	1183	1121	14,89	14,12	464	1,4	1943	5,8	54	53	46	47	00:00.14	00:00.14	00:00.15	00:00.14	126	120	142	129
4	0:00:00.38	0:00:01.61	4	158	158	149	3	69,403	69,825	7	31,227	138	138	137	390	434	574	421	66	72	00:51.87	00:51.54	1096	1183	1115	13,81	14,04	421	1,8	1762	7,6	54	53	46	47	00:00.15	00:00.14	00:00.17	00:00.15	142	125	161	137
5	0:00:00.38	0:00:01.99	5	158	158	151	3	67,523	69,386	7	38,355	139	139	137	362	434	487	410	62	70	00:53.31	00:51.87	1018	1183	1096	12,82	13,81	392	2,2	1643	9,2	53	53	47	47	00:00.14	00:00.14	00:00.16	00:00.15	133	127	152	140
6	0:00:00.38	0:00:02.37	6	158	158	152	3	66,786	68,969	7	45,405	140	140	137	352	434	459	400	60	68	00:53.90	00:52.17	988	1183	1079	12,45	13,59	382	2,6	1598	10,8	51	53	49	47	00:00.14	00:00.14	00:00.16	00:00.15	133	128	152	142
7	0:00:00.38	0:00:02.75	7	158	158	153	3	65,841	68,537	7	52,355	141	141	138	338	434	471	392	58	67	00:54.67	00:52.49	951	1183	1061	11,97	13,37	368	3,0	1541	12,4	50	52	50	48	00:00.16	00:00.14	00:00.17	00:00.15	152	131	161	144
8	0:00:00.39	0:00:03.14	8	154	158	153	3	66,030	68,225	7	59,508	142	142	138	350	434	456	386	59	66	00:54.52	00:52.73	958	1183	1049	12,07	13,21	380	3,3	1593	14,0	50	52	50	48	00:00.13	00:00.14	00:00.16	00:00.15	123	130	144	144
9	0:00:00.38	0:00:03.52	9	158	158	153	3	66,645	68,055	7	66,542	143	143	139	350	434	474	383	59	65	00:54.01	00:52.86	982	1183	1041	12,37	13,12	380	3,7	1589	15,5	51	52	49	48	00:00.13	00:00.14	00:00.15	00:00.15	123	129	142	144
10	0:00:00.38	0:00:03.90	10	158	158	154	3	65,653	67,821	7	73,472	144	144	139	336	434	471	378	57	64	00:54.83	00:53.04	943	1183	1032	11,88	13,00	365	4,1	1530	17,1	52	52	48	48	00:00.14	00:00.14	00:00.17	00:00.15	133	129	161	146
11	0:00:00.39	0:00:04.29	11	154	158	154	3	62,687	67,354	7	80,264	145	145	140	304	434	449	371	52	63	00:57.42	00:53.39	832	1183	1014	10,48	12,77	334	4,4	1397	18,5	56	52	44	48	00:00.16	00:00.14	00:00.18	00:00.15	144	131	171	148
12	0:00:00.40	0:00:04.69	12	150	158	154	3	62,780	66,964	7	87,239	146	146	140	313	434	430	366	53	62	00:57.34	00:53.69	836	1183	999	10,53	12,58	343	4,8	1438	19,9	49	52	51	48	00:00.12	00:00.14	00:00.17	00:00.16	108	129	153	148
13	0:00:00.39	0:00:05.08	13	154	158	154	3	63,836	66,724	7	94,155	147	147	141	319	434	442	363	54	62	00:56.39	00:53.88	874	1183	989	11,01	12,46	349	5,1	1462	21,4	50	52	50	48	00:00.15	00:00.14	00:00.17	00:00.16	142	130	153	149
14	0:00:00.40	0:00:05.48	14	150	158	153	3	63,353	66,478	7	101,194	148	148	141	321	434	430	360	55	61	00:56.82	00:54.08	857	1183	979	10,79	12,33	351	5,5	1471	22,8	51	52	49	48	00:00.14	00:00.14	00:00.18	00:00.16	126	130	162	150
15	0:00:00.40	0:00:05.88	15	150	158	153	3	62,603	66,214	7	108,150	149	149	142	311	434	416	356	53	61	00:57.50	00:54.29	829	1183	969	10,45	12,21	341	5,8	1428	24,3	53	52	47	48	00:00.13	00:00.14	00:00.17	00:00.16	117	129	153	150
16	0:00:00.40	0:00:06.28	16	150	158	153	3	61,095	65,888	7	114,938	150	150	142	291	434	421	352	49	60	00:58.92	00:54.54	776	1183	957	9,78	12,05	321	6,1	1343	25,6	51	52	49	48	00:00.15	00:00.14	00:00.17	00:00.16	135	129	153	150
17	0:00:00.41	0:00:06.69	17	146	158	152	3	61,299	65,607	7	121,919	151	151	143	301	434	421	349	51	59	00:58.72	00:54.77	784	1183	946	9,87	11,92	332	6,5	1388	27,0	51	52	49	48	00:00.00	00:00.13	00:00.17	00:00.16	0	121	153	150
18	0:00:00.41	0:00:07.10	18	146	158	152	3	61,839	65,389	7	128,962	152	152	143	308	434	417	347	52	59	00:58.21	00:54.95	802	1183	938	10,10	11,81	339	6,8	1419	28,4	48	52	52	48	00:00.13	00:00.13	00:00.15	00:00.16	117	121	129	149
