Index	Elapsed time [h:mm:ss.hh]	Elapsed time total [h:mm:ss.hh]	Turns number [Nr]	Cadence [rpm]	Cadence peak [rpm]	Cadence average [rpm]	Circ. pedal velocity [m/s]	Speed [km/h]	Avr speed [km/h]	Distance [m]	Distance total [m]	Heart rate [bpm]	Heart rate peak [bpm]	Heart rate average [bpm]	Force [N]	Force peak total [N]	Force peak [N]	Avr force [N]	Torque [Nm]	Avr torque [Nm]	Pace/1000m [sec]	Avr pace/1000m [sec]	Power [W]	Power peak/rev [W]	Avr power [W]	Power/Kg [W/Kg]	Avr power/Kg [W/Kg]	Calories [cal]	Calories total [Kcal]	Work [J]	Work total [KJ]	Left leg percent [%]	Total left leg percent [%]	Right leg percent [%]	Total right leg percent [%]	Left time to force peak [mm:ss:00]	Total left time to force peak [mm:ss:00]	Right time to force peak [mm:ss:00]	Total right time to force peak [mm:ss:00]	Left angle to force peak [0]	Total left angle to force peak [0]	Right angle to force peak [0]	Total right angle to force peak [0]
1	0:00:00.36	0:00:00.36	1	167	167	167	3	82,312	82,312	8	8,231	124	124	124	586	586	808	586	100	100	00:43.73	00:43.73	1620	1620	1620	18,31	17,00	620	0,6	2595	2,6	48	48	52	52	00:00.09	00:00.09	00:00.13	00:00.13	101	101	117	117
2	0:00:00.39	0:00:00.75	2	154	167	160	3	79,116	80,650	9	16,802	130	130	124	571	586	828	578	97	98	00:45.50	00:44.62	1563	1620	1648	16,45	17,35	606	1,2	2536	5,1	55	51	45	49	00:00.13	00:00.11	00:00.13	00:00.13	117	110	123	120
3	0:00:00.38	0:00:01.13	3	158	167	159	3	79,177	80,155	8	25,160	136	136	125	557	586	808	571	95	97	00:45.46	00:44.90	1566	1620	1620	16,49	17,06	591	1,8	2476	7,6	50	51	50	49	00:00.13	00:00.11	00:00.13	00:00.13	123	115	123	121
4	0:00:00.38	0:00:01.51	4	158	167	159	3	77,528	79,494	8	33,343	143	143	126	526	586	726	560	89	95	00:46.43	00:45.26	1479	1740	1585	15,57	16,68	560	2,4	2344	10,0	51	51	49	49	00:00.14	00:00.12	00:00.13	00:00.13	133	119	123	122
5	0:00:00.37	0:00:01.88	5	162	167	160	3	78,906	79,378	8	41,453	144	144	127	538	586	710	555	91	94	00:45.62	00:45.33	1552	1740	1578	16,33	16,61	571	2,9	2389	12,3	50	51	50	49	00:00.12	00:00.12	00:00.12	00:00.12	114	118	120	121
6	0:00:00.38	0:00:02.26	6	158	167	159	3	75,202	78,676	8	49,391	145	145	128	485	586	618	544	82	92	00:47.87	00:45.72	1362	1740	1542	14,34	16,23	517	3,5	2166	14,5	50	51	50	49	00:00.15	00:00.12	00:00.12	00:00.12	142	122	114	120
7	0:00:00.37	0:00:02.63	7	162	167	160	3	77,041	78,446	8	57,309	146	146	129	504	586	604	538	86	91	00:46.72	00:45.86	1454	1740	1530	15,31	16,10	536	4,0	2245	16,8	50	51	50	49	00:00.12	00:00.12	00:00.12	00:00.12	114	121	120	120
8	0:00:00.38	0:00:03.01	8	158	167	159	3	77,202	78,289	8	65,458	148	148	130	520	586	640	536	88	91	00:46.63	00:45.95	1463	1740	1521	15,40	16,01	554	4,6	2318	19,1	50	51	50	49	00:00.15	00:00.12	00:00.14	00:00.12	142	124	133	122
9	0:00:00.38	0:00:03.39	9	158	167	159	3	75,630	77,991	8	73,441	148	148	131	492	586	604	531	84	90	00:47.59	00:46.13	1384	1740	1506	14,56	15,85	525	5,1	2198	21,3	50	51	50	49	00:00.13	00:00.12	00:00.13	00:00.12	123	124	123	122
10	0:00:00.38	0:00:03.77	10	158	167	159	3	75,796	77,770	8	81,442	150	150	131	495	586	615	527	84	90	00:47.49	00:46.26	1392	1740	1494	14,65	15,73	528	5,6	2211	23,5	51	51	49	49	00:00.12	00:00.12	00:00.12	00:00.12	114	123	114	121
11	0:00:00.38	0:00:04.15	11	158	167	159	3	75,146	77,529	8	89,374	152	152	132	484	586	614	523	82	89	00:47.90	00:46.40	1360	1740	1482	14,31	15,60	516	6,1	2162	25,6	50	51	50	49	00:00.12	00:00.12	00:00.12	00:00.12	114	122	114	120
12	0:00:00.39	0:00:04.54	12	154	167	159	3	73,260	77,163	8	97,311	153	153	133	463	586	597	518	79	88	00:49.14	00:46.61	1269	1740	1464	13,36	15,41	496	6,6	2078	27,7	53	51	47	49	00:00.13	00:00.12	00:00.11	00:00.12	117	121	104	119
13	0:00:00.39	0:00:04.93	13	154	167	158	3	73,878	76,903	8	105,314	155	155	134	474	586	601	515	81	87	00:48.72	00:46.77	1298	1740	1451	13,67	15,27	507	7,1	2123	29,8	49	51	51	49	00:00.11	00:00.12	00:00.13	00:00.12	104	120	117	119
