Index	Elapsed time [h:mm:ss.hh]	Elapsed time total [h:mm:ss.hh]	Turns number [Nr]	Cadence [rpm]	Cadence peak [rpm]	Cadence average [rpm]	Circ. pedal velocity [m/s]	Speed [km/h]	Avr speed [km/h]	Distance [m]	Distance total [m]	Heart rate [bpm]	Heart rate peak [bpm]	Heart rate average [bpm]	Force [N]	Force peak total [N]	Force peak [N]	Avr force [N]	Torque [Nm]	Avr torque [Nm]	Pace/1000m [sec]	Avr pace/1000m [sec]	Power [W]	Power peak/rev [W]	Avr power [W]	Power/Kg [W/Kg]	Avr power/Kg [W/Kg]	Calories [cal]	Calories total [Kcal]	Work [J]	Work total [KJ]	Left leg percent [%]	Total left leg percent [%]	Right leg percent [%]	Total right leg percent [%]	Left time to force peak [mm:ss:00]	Total left time to force peak [mm:ss:00]	Right time to force peak [mm:ss:00]	Total right time to force peak [mm:ss:00]	Left angle to force peak [0]	Total left angle to force peak [0]	Right angle to force peak [0]	Total right angle to force peak [0]
1	0:00:00.72	0:00:00.72	1	83	83	83	1	39,188	39,188	8	7,838	145	145	145	157	157	291	157	27	27	01:31.86	01:31.86	233	233	233	2,65	2,65	204	0,2	855	0,9	44	44	56	56	00:00.23	00:00.23	00:00.22	00:00.22	112	112	113	113
2	0:00:00.69	0:00:01.41	2	87	87	85	2	41,602	40,370	8	15,812	143	145	144	177	177	286	167	30	28	01:26.53	01:29.10	274	274	254	3,12	2,88	223	0,4	933	1,8	48	46	52	54	00:00.20	00:00.21	00:00.22	00:00.22	103	108	116	115
3	0:00:00.68	0:00:02.09	3	88	88	86	2	39,629	40,129	7	23,297	143	145	144	153	177	275	163	26	28	01:30.84	01:29.65	241	274	249	2,73	2,83	198	0,6	827	2,6	47	47	53	53	00:00.21	00:00.21	00:00.22	00:00.22	108	108	120	116
4	0:00:00.67	0:00:02.76	4	90	90	87	2	46,099	41,578	9	31,877	141	145	143	227	227	474	178	39	30	01:18.09	01:26.26	362	362	277	4,12	3,15	273	0,9	1141	3,8	36	43	64	57	00:00.23	00:00.21	00:00.22	00:00.22	118	110	124	118
5	0:00:00.61	0:00:03.37	5	98	98	89	2	48,770	42,880	8	40,140	141	145	143	241	241	350	190	41	32	01:13.81	01:23.42	422	422	303	4,80	3,44	283	1,2	1184	4,9	54	46	46	54	00:00.16	00:00.20	00:00.17	00:00.21	93	107	102	115
6	0:00:00.59	0:00:03.96	6	102	102	91	2	49,514	43,868	8	48,255	142	145	143	243	243	421	198	41	34	01:12.70	01:21.44	440	440	323	5,00	3,67	284	1,5	1187	6,1	43	45	57	55	00:00.19	00:00.20	00:00.17	00:00.20	114	108	106	114
7	0:00:00.57	0:00:04.53	7	105	105	93	2	50,890	44,752	8	56,313	143	145	143	253	253	431	205	43	35	01:10.74	01:19.75	473	473	342	5,38	3,89	292	1,8	1224	7,4	45	45	55	55	00:00.16	00:00.19	00:00.17	00:00.19	99	107	109	113
8	0:00:00.55	0:00:05.08	8	109	109	94	2	51,699	45,504	8	64,211	143	145	143	254	254	444	210	43	36	01:09.63	01:18.38	494	494	359	5,62	4,08	293	2,0	1226	8,6	44	45	56	55	00:00.16	00:00.19	00:00.17	00:00.19	103	107	113	113
9	0:00:00.53	0:00:05.61	9	113	113	96	2	57,148	46,604	8	72,625	145	145	143	322	322	710	220	55	37	01:02.99	01:16.28	648	648	386	7,36	4,39	360	2,4	1508	10,1	39	44	61	56	00:00.17	00:00.19	00:00.18	00:00.19	113	107	125	114
10	0:00:00.46	0:00:06.07	10	130	130	99	2	76,364	48,859	10	82,382	146	146	143	612	612	966	250	104	43	00:47.14	01:11.24	1420	1420	464	16,14	5,28	652	3,1	2728	12,8	49	45	51	55	00:00.16	00:00.18	00:00.15	00:00.18	120	108	123	115
11	0:00:00.41	0:00:06.48	11	146	146	102	3	78,428	50,730	9	91,315	147	147	143	586	612	899	271	100	46	00:45.90	01:07.77	1526	1526	532	17,35	6,04	622	3,7	2606	15,4	51	46	49	54	00:00.14	00:00.18	00:00.14	00:00.18	120	109	126	116
12	0:00:00.38	0:00:06.86	12	158	158	105	3	79,915	52,347	8	99,750	148	148	144	571	612	819	288	97	49	00:45.04	01:05.17	1606	1606	591	18,25	6,72	606	4,3	2536	18,0	52	47	48	53	00:00.14	00:00.17	00:00.13	00:00.18	126	110	130	116
13	0:00:00.38	0:00:07.24	13	158	158	108	3	78,456	53,717	8	108,031	149	149	144	544	612	782	301	92	51	00:45.88	01:03.27	1528	1606	640	17,36	7,28	577	4,9	2417	20,4	49	47	51	53	00:00.14	00:00.17	00:00.13	00:00.17	133	111	123	117
14	0:00:00.36	0:00:07.60	14	167	167	111	3	77,922	54,864	8	115,824	150	150	144	506	612	701	311	86	53	00:46.19	01:01.85	1500	1606	681	17,04	7,74	537	5,4	2250	22,6	51	47	49	53	00:00.13	00:00.17	00:00.13	00:00.17	130	112	130	117
15	0:00:00.37	0:00:07.97	15	162	167	113	3	75,652	55,829	8	123,599	150	150	144	480	612	751	319	82	54	00:47.58	01:00.78	1385	1606	714	15,73	8,11	512	5,9	2142	24,8	46	47	54	53	00:00.13	00:00.17	00:00.12	00:00.16	123	113	120	118
16	0:00:00.36	0:00:08.33	16	167	167	115	3	75,612	56,684	8	131,160	149	150	145	466	612	685	325	79	55	00:47.61	00:59.90	1383	1606	743	15,71	8,44	497	6,4	2081	26,8	48	47	52	53	00:00.13	00:00.16	00:00.13	00:00.16	130	113	130	118
17	0:00:00.37	0:00:08.70	17	162	167	117	3	75,571	57,487	8	138,927	148	150	145	478	612	677	332	81	56	00:47.63	00:59.11	1381	1606	770	15,69	8,75	510	6,9	2136	29,0	50	47	50	53	00:00.13	00:00.16	00:00.12	00:00.16	123	114	120	118
